"filename", "language", "C", "Makefile", "C++", "CMake", "comment", "blank", "total"
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL.h", "C++", 0, 0, 62, 0, 155, 16, 233
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_assert.h", "C++", 0, 0, 130, 0, 163, 32, 325
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_atomic.h", "C++", 0, 0, 90, 0, 275, 31, 396
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_audio.h", "C++", 0, 0, 178, 0, 1209, 76, 1463
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_bits.h", "C++", 0, 0, 66, 0, 45, 16, 127
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_blendmode.h", "C++", 0, 0, 47, 0, 139, 13, 199
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_clipboard.h", "C++", 0, 0, 15, 0, 67, 13, 95
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_config.h", "C++", 0, 0, 174, 0, 280, 39, 493
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_cpuinfo.h", "C++", 0, 0, 108, 0, 417, 35, 560
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_egl.h", "C++", 0, 0, 1772, 0, 268, 263, 2303
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_endian.h", "C++", 0, 0, 253, 0, 48, 26, 327
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_error.h", "C++", 0, 0, 30, 0, 119, 15, 164
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_events.h", "C++", 0, 0, 443, 0, 613, 95, 1151
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_filesystem.h", "C++", 0, 0, 14, 0, 121, 11, 146
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_gamecontroller.h", "C++", 0, 0, 150, 0, 779, 74, 1003
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_gesture.h", "C++", 0, 0, 20, 0, 80, 18, 118
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_haptic.h", "C++", 0, 0, 182, 0, 1054, 106, 1342
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_hidapi.h", "C++", 0, 0, 50, 0, 370, 32, 452
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_hints.h", "C++", 0, 0, 177, 0, 1842, 164, 2183
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_image.h", "C++", 0, 0, 108, 0, 1993, 73, 2174
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_joystick.h", "C++", 0, 0, 115, 0, 759, 73, 947
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_keyboard.h", "C++", 0, 0, 40, 0, 270, 28, 338
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_keycode.h", "C++", 0, 0, 284, 0, 43, 27, 354
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_loadso.h", "C++", 0, 0, 17, 0, 88, 11, 116
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_locale.h", "C++", 0, 0, 19, 0, 74, 11, 104
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_log.h", "C++", 0, 0, 67, 0, 306, 32, 405
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_main.h", "C++", 0, 0, 47, 0, 155, 34, 236
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_messagebox.h", "C++", 0, 0, 61, 0, 114, 19, 194
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_metal.h", "C++", 0, 0, 19, 0, 81, 14, 114
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_misc.h", "C++", 0, 0, 13, 0, 57, 10, 80
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_mouse.h", "C++", 0, 0, 70, 0, 355, 30, 455
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_mutex.h", "C++", 0, 0, 45, 0, 386, 41, 472
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_name.h", "C++", 0, 0, 7, 0, 21, 6, 34
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_opengl.h", "C++", 0, 0, 1552, 0, 196, 436, 2184
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_opengl_glext.h", "C++", 0, 0, 10629, 0, 43, 509, 11181
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_opengles.h", "C++", 0, 0, 11, 0, 25, 4, 40
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_opengles2.h", "C++", 0, 0, 19, 0, 26, 8, 53
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_opengles2_gl2.h", "C++", 0, 0, 470, 0, 86, 66, 622
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_opengles2_gl2ext.h", "C++", 0, 0, 1427, 0, 351, 273, 2051
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_opengles2_gl2platform.h", "C++", 0, 0, 9, 0, 14, 8, 31
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_opengles2_khrplatform.h", "C++", 0, 0, 99, 0, 156, 28, 283
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_pixels.h", "C++", 0, 0, 314, 0, 288, 43, 645
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_platform.h", "C++", 0, 0, 159, 0, 57, 20, 236
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_power.h", "C++", 0, 0, 21, 0, 57, 11, 89
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_quit.h", "C++", 0, 0, 7, 0, 44, 8, 59
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_rect.h", "C++", 0, 0, 105, 0, 238, 34, 377
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_render.h", "C++", 0, 0, 251, 0, 1554, 104, 1909
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_revision.h", "C++", 0, 0, 2, 0, 0, 1, 3
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_rwops.h", "C++", 0, 0, 132, 0, 669, 55, 856
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_scancode.h", "C++", 0, 0, 255, 0, 124, 35, 414
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_sensor.h", "C++", 0, 0, 40, 0, 231, 31, 302
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_shape.h", "C++", 0, 0, 38, 0, 102, 16, 156
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_stdinc.h", "C++", 0, 0, 531, 0, 143, 65, 739
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_surface.h", "C++", 0, 0, 143, 0, 785, 68, 996
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_system.h", "C++", 0, 0, 81, 0, 431, 64, 576
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_syswm.h", "C++", 0, 0, 272, 0, 77, 38, 387
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_test.h", "C++", 0, 0, 25, 0, 35, 10, 70
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_test_assert.h", "C++", 0, 0, 19, 0, 70, 17, 106
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_test_common.h", "C++", 0, 0, 92, 0, 115, 29, 236
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_test_compare.h", "C++", 0, 0, 14, 0, 44, 12, 70
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_test_crc32.h", "C++", 0, 0, 31, 0, 71, 23, 125
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_test_font.h", "C++", 0, 0, 15, 0, 54, 13, 82
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_test_fuzzer.h", "C++", 0, 0, 37, 0, 302, 48, 387
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_test_harness.h", "C++", 0, 0, 39, 0, 75, 21, 135
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_test_images.h", "C++", 0, 0, 29, 0, 39, 11, 79
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_test_log.h", "C++", 0, 0, 13, 0, 45, 10, 68
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_test_md5.h", "C++", 0, 0, 22, 0, 87, 21, 130
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_test_memory.h", "C++", 0, 0, 13, 0, 40, 11, 64
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_test_random.h", "C++", 0, 0, 23, 0, 75, 18, 116
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_thread.h", "C++", 0, 0, 109, 0, 314, 42, 465
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_timer.h", "C++", 0, 0, 25, 0, 179, 19, 223
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_touch.h", "C++", 0, 0, 38, 0, 93, 20, 151
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_types.h", "C++", 0, 0, 1, 0, 26, 3, 30
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_version.h", "C++", 0, 0, 36, 0, 135, 18, 189
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_video.h", "C++", 0, 0, 308, 0, 1657, 125, 2090
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\SDL_vulkan.h", "C++", 0, 0, 39, 0, 157, 20, 216
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\begin_code.h", "C++", 0, 0, 136, 0, 38, 14, 188
"c:\Users\Aidan\Desktop\progectStructureTester\include\mac\SDL2\close_code.h", "C++", 0, 0, 10, 0, 27, 4, 41
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL.h", "C++", 0, 0, 62, 0, 155, 16, 233
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_assert.h", "C++", 0, 0, 130, 0, 163, 32, 325
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_atomic.h", "C++", 0, 0, 90, 0, 275, 31, 396
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_audio.h", "C++", 0, 0, 178, 0, 1209, 76, 1463
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_bits.h", "C++", 0, 0, 66, 0, 45, 16, 127
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_blendmode.h", "C++", 0, 0, 47, 0, 139, 13, 199
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_clipboard.h", "C++", 0, 0, 15, 0, 67, 13, 95
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_config.h", "C++", 0, 0, 234, 0, 50, 27, 311
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_config.h.cmake", "CMake", 0, 0, 0, 411, 0, 35, 446
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_config_android.h", "C++", 0, 0, 101, 0, 37, 20, 158
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_config_iphoneos.h", "C++", 0, 0, 107, 0, 38, 22, 167
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_config_macosx.h", "C++", 0, 0, 135, 0, 41, 22, 198
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_config_minimal.h", "C++", 0, 0, 32, 0, 35, 16, 83
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_config_pandora.h", "C++", 0, 0, 93, 0, 22, 14, 129
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_config_psp.h", "C++", 0, 0, 89, 0, 33, 23, 145
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_config_windows.h", "C++", 0, 0, 168, 0, 36, 22, 226
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_config_winrt.h", "C++", 0, 0, 146, 0, 48, 22, 216
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_config_wiz.h", "C++", 0, 0, 87, 0, 22, 13, 122
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_copying.h", "C++", 0, 0, 0, 0, 20, 1, 21
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_cpuinfo.h", "C++", 0, 0, 108, 0, 417, 35, 560
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_egl.h", "C++", 0, 0, 1772, 0, 268, 263, 2303
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_endian.h", "C++", 0, 0, 253, 0, 48, 26, 327
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_error.h", "C++", 0, 0, 30, 0, 119, 15, 164
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_events.h", "C++", 0, 0, 443, 0, 613, 95, 1151
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_filesystem.h", "C++", 0, 0, 14, 0, 121, 11, 146
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_gamecontroller.h", "C++", 0, 0, 150, 0, 779, 74, 1003
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_gesture.h", "C++", 0, 0, 20, 0, 80, 18, 118
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_haptic.h", "C++", 0, 0, 182, 0, 1054, 106, 1342
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_hidapi.h", "C++", 0, 0, 50, 0, 370, 32, 452
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_hints.h", "C++", 0, 0, 177, 0, 1842, 164, 2183
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_image.h", "C++", 0, 0, 108, 0, 1993, 73, 2174
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_joystick.h", "C++", 0, 0, 115, 0, 759, 73, 947
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_keyboard.h", "C++", 0, 0, 40, 0, 270, 28, 338
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_keycode.h", "C++", 0, 0, 284, 0, 43, 27, 354
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_loadso.h", "C++", 0, 0, 17, 0, 88, 11, 116
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_locale.h", "C++", 0, 0, 19, 0, 74, 11, 104
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_log.h", "C++", 0, 0, 67, 0, 306, 32, 405
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_main.h", "C++", 0, 0, 47, 0, 155, 34, 236
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_messagebox.h", "C++", 0, 0, 61, 0, 114, 19, 194
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_metal.h", "C++", 0, 0, 19, 0, 81, 14, 114
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_misc.h", "C++", 0, 0, 13, 0, 57, 10, 80
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_mixer.h", "C++", 0, 0, 184, 0, 2462, 139, 2785
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_mouse.h", "C++", 0, 0, 70, 0, 355, 30, 455
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_mutex.h", "C++", 0, 0, 45, 0, 386, 41, 472
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_name.h", "C++", 0, 0, 7, 0, 21, 6, 34
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_opengl.h", "C++", 0, 0, 1552, 0, 196, 436, 2184
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_opengl_glext.h", "C++", 0, 0, 10629, 0, 43, 509, 11181
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_opengles.h", "C++", 0, 0, 11, 0, 25, 4, 40
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_opengles2.h", "C++", 0, 0, 19, 0, 26, 8, 53
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_opengles2_gl2.h", "C++", 0, 0, 470, 0, 86, 66, 622
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_opengles2_gl2ext.h", "C++", 0, 0, 1427, 0, 351, 273, 2051
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_opengles2_gl2platform.h", "C++", 0, 0, 9, 0, 14, 8, 31
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_opengles2_khrplatform.h", "C++", 0, 0, 99, 0, 156, 28, 283
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_pixels.h", "C++", 0, 0, 314, 0, 288, 43, 645
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_platform.h", "C++", 0, 0, 159, 0, 57, 20, 236
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_power.h", "C++", 0, 0, 21, 0, 57, 11, 89
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_quit.h", "C++", 0, 0, 7, 0, 44, 8, 59
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_rect.h", "C++", 0, 0, 105, 0, 238, 34, 377
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_render.h", "C++", 0, 0, 251, 0, 1554, 104, 1909
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_revision.h", "C++", 0, 0, 2, 0, 0, 1, 3
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_rwops.h", "C++", 0, 0, 132, 0, 669, 55, 856
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_scancode.h", "C++", 0, 0, 255, 0, 124, 35, 414
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_sensor.h", "C++", 0, 0, 40, 0, 231, 31, 302
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_shape.h", "C++", 0, 0, 38, 0, 102, 16, 156
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_stdinc.h", "C++", 0, 0, 531, 0, 143, 65, 739
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_surface.h", "C++", 0, 0, 143, 0, 785, 68, 996
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_system.h", "C++", 0, 0, 81, 0, 431, 64, 576
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_syswm.h", "C++", 0, 0, 272, 0, 77, 38, 387
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_test.h", "C++", 0, 0, 25, 0, 35, 10, 70
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_test_assert.h", "C++", 0, 0, 19, 0, 70, 17, 106
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_test_common.h", "C++", 0, 0, 92, 0, 115, 29, 236
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_test_compare.h", "C++", 0, 0, 14, 0, 44, 12, 70
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_test_crc32.h", "C++", 0, 0, 31, 0, 71, 23, 125
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_test_font.h", "C++", 0, 0, 15, 0, 54, 13, 82
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_test_fuzzer.h", "C++", 0, 0, 37, 0, 302, 48, 387
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_test_harness.h", "C++", 0, 0, 39, 0, 75, 21, 135
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_test_images.h", "C++", 0, 0, 29, 0, 39, 11, 79
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_test_log.h", "C++", 0, 0, 13, 0, 45, 10, 68
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_test_md5.h", "C++", 0, 0, 22, 0, 87, 21, 130
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_test_memory.h", "C++", 0, 0, 13, 0, 40, 11, 64
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_test_random.h", "C++", 0, 0, 23, 0, 75, 18, 116
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_thread.h", "C++", 0, 0, 109, 0, 314, 42, 465
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_timer.h", "C++", 0, 0, 25, 0, 179, 19, 223
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_touch.h", "C++", 0, 0, 38, 0, 93, 20, 151
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_ttf.h", "C++", 0, 0, 190, 0, 2015, 112, 2317
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_types.h", "C++", 0, 0, 1, 0, 26, 3, 30
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_version.h", "C++", 0, 0, 36, 0, 135, 18, 189
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_video.h", "C++", 0, 0, 308, 0, 1657, 125, 2090
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\SDL_vulkan.h", "C++", 0, 0, 39, 0, 157, 20, 216
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\begin_code.h", "C++", 0, 0, 136, 0, 38, 14, 188
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\close_code.h", "C++", 0, 0, 10, 0, 27, 4, 41
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\playmus.c", "C", 255, 0, 0, 0, 33, 38, 326
"c:\Users\Aidan\Desktop\progectStructureTester\include\windows\SDL2\playwave.c", "C", 371, 0, 0, 0, 54, 84, 509
"c:\Users\Aidan\Desktop\progectStructureTester\makefile", "Makefile", 0, 17, 0, 0, 0, 6, 23
"c:\Users\Aidan\Desktop\progectStructureTester\src\components\componentsGenarics.h", "C++", 0, 0, 15, 0, 14, 8, 37
"c:\Users\Aidan\Desktop\progectStructureTester\src\components\comps_image.h", "C++", 0, 0, 12, 0, 3, 8, 23
"c:\Users\Aidan\Desktop\progectStructureTester\src\components\comps_screen.h", "C", 12, 0, 0, 0, 0, 5, 17
"c:\Users\Aidan\Desktop\progectStructureTester\src\components\comps_transform.h", "C++", 0, 0, 6, 0, 0, 3, 9
"c:\Users\Aidan\Desktop\progectStructureTester\src\ecs\ecs.c", "C", 35, 0, 0, 0, 6, 15, 56
"c:\Users\Aidan\Desktop\progectStructureTester\src\ecs\ecs.h", "C", 28, 0, 0, 0, 10, 18, 56
"c:\Users\Aidan\Desktop\progectStructureTester\src\functions\genericsHeader.h", "C++", 0, 0, 17, 0, 6, 9, 32
"c:\Users\Aidan\Desktop\progectStructureTester\src\functions\image\image.c", "C", 70, 0, 0, 0, 12, 20, 102
"c:\Users\Aidan\Desktop\progectStructureTester\src\functions\transform\transform.c", "C", 20, 0, 0, 0, 0, 4, 24
"c:\Users\Aidan\Desktop\progectStructureTester\src\functions\window\window.c", "C", 90, 0, 0, 0, 9, 31, 130
"c:\Users\Aidan\Desktop\progectStructureTester\src\game\game.c", "C", 13, 0, 0, 0, 0, 5, 18
"c:\Users\Aidan\Desktop\progectStructureTester\src\game\gameGenerics.h", "C++", 0, 0, 7, 0, 0, 4, 11
"c:\Users\Aidan\Desktop\progectStructureTester\src\main.c", "C", 52, 0, 0, 0, 3, 16, 71
"c:\Users\Aidan\Desktop\progectStructureTester\src\utils\logging.h", "C", 49, 0, 0, 0, 32, 13, 94
"c:\Users\Aidan\Desktop\progectStructureTester\src\utils\macros.h", "C++", 0, 0, 1, 0, 0, 0, 1
"c:\Users\Aidan\Desktop\progectStructureTester\src\utils\math\MMath.c", "C", 6, 0, 0, 0, 0, 3, 9
"c:\Users\Aidan\Desktop\progectStructureTester\src\utils\math\MMath.h", "C++", 0, 0, 8, 0, 0, 2, 10
"c:\Users\Aidan\Desktop\progectStructureTester\src\utils\time.h", "C++", 0, 0, 10, 0, 0, 3, 13
"Total", "-", 1001, 17, 46496, 411, 49003, 8580, 105508